MJD filter mag dmag
59924.658660 r 16.1262 0.0513
59924.686730 r 16.1625 0.0504
59924.700520 r 16.1424 0.0398
59924.833646 r 16.1273 0.0197
59924.834000 r 16.1470 0.0170
59924.908680 r 16.1183 0.0123
59924.910370 r 16.1142 0.0119
59925.165720 r 16.1708 0.0210
59925.166000 r 16.1430 0.0180
59925.180595 r 16.1219 0.0143
59925.181000 r 16.1260 0.0100
59925.209540 r 16.1404 0.0188
59925.211220 r 16.1375 0.0207
59925.422622 r 16.1224 0.0151
59925.423000 r 16.1850 0.0110
59925.516190 r 16.1755 0.0747
59925.538600 r 16.1350 0.0533
59925.562940 r 16.1858 0.0484
59925.647580 r 16.1533 0.0130
59925.649280 r 16.1538 0.0132
59925.714740 r 16.1136 0.0722
59926.033870 r 16.1014 0.0472
59926.042980 r 16.1437 0.0595
59926.132000 r 16.1340 0.0090
59926.132035 r 16.1387 0.0135
59926.134983 r 16.1375 0.0282
59926.137910 r 16.1636 0.0464
59926.178120 r 16.1417 0.0402
59926.236629 r 16.1085 0.0286
59926.237000 r 16.1070 0.0260
59926.253380 r 16.1626 0.0482
59926.299620 r 16.1323 0.0475
59926.517300 r 16.1621 0.0333
59926.542790 r 16.1244 0.0351
59926.635400 r 16.1349 0.0233
59926.639020 r 16.1036 0.0105
59926.640720 r 16.1124 0.0107
59926.679720 r 16.1395 0.0159
59926.680000 r 16.1910 0.0120
59926.694510 r 16.1026 0.0478
59927.210230 r 16.1884 0.0693
59927.231000 r 16.1329 0.0677
59927.238793 r 16.1934 0.0179
59927.239000 r 16.1670 0.0140
59927.264440 r 16.1079 0.0788
59927.284390 r 16.1951 0.0162
59927.296640 r 16.1360 0.0894
59927.568150 r 16.1525 0.1327
59927.706710 r 16.0545 0.0422
59928.099360 r 16.0916 0.0360
59928.124950 r 16.1980 0.0467
59928.135770 r 16.1590 0.0378
59928.168945 r 16.1988 0.0209
59928.169000 r 16.1510 0.0180
59928.226390 r 16.1266 0.0425
59928.270500 r 16.1413 0.0372
59928.299400 r 16.1954 0.0456
59928.603830 r 16.1922 0.0105
59928.605540 r 16.1028 0.0107
59928.709271 r 16.1356 0.0616
59928.951000 r 16.1730 0.0100
59928.951358 r 16.1918 0.0139
59929.159736 r 16.1985 0.0136
59929.160000 r 16.1450 0.0090
59929.201578 r 16.1911 0.0133
59929.202000 r 16.1350 0.0090
59929.492000 r 16.1720 0.0100
59929.492466 r 16.1978 0.0141
59929.554270 r 16.0647 0.0521
59929.818000 r 16.0180 0.0190
59929.818270 r 16.0997 0.0274
59929.837584 r 16.0931 0.0584
59929.838000 r 16.0560 0.0510
59929.982927 r 16.0903 0.0138
59929.983000 r 16.0390 0.0100
59930.033150 r 16.0432 0.0478
59930.042870 r 16.0801 0.0411
59930.050380 r 16.0580 0.0414
59930.062170 r 16.0434 0.0410
59930.195110 r 16.0752 0.0411
59930.197000 r 16.0760 0.0090
59930.197257 r 16.0879 0.0133
59930.203390 r 16.0939 0.0461
59930.229000 r 16.0940 0.0230
59930.229322 r 16.0811 0.0253
59930.263920 r 16.0399 0.0408
59930.264000 r 16.0570 0.0090
59930.264043 r 16.0784 0.0137
59930.450858 r 16.0820 0.0134
59930.451000 r 16.0110 0.0090
59930.521420 r 16.0361 0.0253
59930.622500 r 16.0549 0.0351
59930.663000 r 16.0850 0.0120
59930.663467 r 16.0830 0.0155
59930.699120 r 16.0993 0.0268
59930.885583 r 16.0844 0.0147
59930.886000 r 16.1040 0.0110
59930.992000 r 16.1490 0.0110
59930.992452 r 16.0855 0.0145
59931.015961 r 16.0831 0.0147
59931.016000 r 16.1050 0.0110
59931.187680 r 16.0362 0.0360
59931.248000 r 16.0570 0.0090
59931.248415 r 16.0863 0.0136
59931.513564 r 16.0688 0.0442
59931.514000 r 16.1590 0.0410
59931.563120 r 16.0741 0.0117
59931.564830 r 16.0603 0.0110
59931.578480 r 16.0934 0.0269
59931.670660 r 16.0341 0.0321
59931.784747 r 16.0514 0.0163
59931.785000 r 16.0720 0.0130
59932.017502 r 16.0537 0.0179
59932.018000 r 16.0970 0.0140
59932.080840 r 15.9869 0.0412
59932.144370 r 16.0103 0.0412
59932.157579 r 16.0814 0.0183
59932.158000 r 16.0580 0.0150
59932.230960 r 16.0165 0.0455
59932.254593 r 16.0540 0.0131
59932.255000 r 16.0410 0.0090
59932.642000 r 16.0620 0.0110
59932.642462 r 16.0529 0.0154
59932.899000 r 16.0670 0.0130
59932.899370 r 16.0534 0.0163
59933.064020 r 16.0266 0.0169
59933.091090 r 16.0209 0.0462
59933.114759 r 16.0929 0.0215
59933.115000 r 16.0680 0.0180
59933.130925 r 16.0592 0.0131
59933.131000 r 16.0680 0.0090
59933.136070 r 16.0168 0.0400
59933.224770 r 16.0444 0.0368
59933.279270 r 16.0720 0.0321
59933.517000 r 16.0110 0.0090
59933.517370 r 16.0509 0.0132
59933.808000 r 16.0760 0.0130
59933.808398 r 16.0593 0.0165
59934.035000 r 16.0850 0.0100
59934.035429 r 16.0567 0.0141
59934.153960 r 16.0313 0.0127
59934.193709 r 16.0814 0.0180
59934.194000 r 16.0550 0.0150
59934.224980 r 16.0084 0.0318
59934.250660 r 16.0126 0.0397
59934.264769 r 16.0569 0.0136
59934.265000 r 16.0580 0.0090
59934.495000 r 16.1030 0.0110
59934.495341 r 16.0702 0.0156
59934.811000 r 16.0300 0.0110
59934.811056 r 16.0705 0.0151
59935.058627 r 16.0710 0.0130
59935.059000 r 16.0930 0.0080
59935.131950 r 16.0230 0.0399
59935.139490 r 16.1205 0.0385
59935.182100 r 16.0539 0.0306
59935.227790 r 16.1125 0.0316
59935.235310 r 16.0760 0.0383
59935.814000 r 16.1000 0.0120
59935.814275 r 16.0722 0.0156
59935.857040 r 16.1295 0.0328
59936.089150 r 16.0600 0.0427
59936.136870 r 16.0705 0.0540
59936.189490 r 16.0331 0.0350
59936.242900 r 16.1135 0.0409
59937.035210 r 16.0388 0.0478
59937.166140 r 16.0684 0.0393
59937.840000 r 16.1180 0.0110
59937.905110 r 16.0444 0.0121
59938.114000 r 16.0800 0.0080
59938.114800 r 16.0377 0.0455
59938.143642 r 16.1031 0.0184
59938.144000 r 16.0830 0.0150
59938.157080 r 16.0335 0.0414
59938.237580 r 16.0955 0.0435
59939.116728 r 16.1002 0.0205
59939.117000 r 16.1080 0.0180
59939.134670 r 16.0029 0.0495
59939.177520 r 16.0399 0.0365
59939.237870 r 16.0428 0.0413
59939.879890 r 16.1001 0.0265
59939.937000 r 16.0690 0.0130
59940.061190 r 16.0246 0.0437
59940.111200 r 16.0383 0.0428
59940.136220 r 16.0404 0.0491
59940.184740 r 16.0139 0.0341
59940.234500 r 16.0278 0.0401
59940.521830 r 15.9888 0.0813
59940.696390 r 16.0055 0.0779
59941.040280 r 16.0435 0.0389
59941.089900 r 16.0713 0.0476
59941.102800 r 16.0803 0.0139
59941.160430 r 16.0953 0.0408
59941.205910 r 16.0736 0.0424
59941.683620 r 16.0359 0.0776
59941.817790 r 16.0938 0.0192
59942.039790 r 16.1039 0.0444
59942.156890 r 16.1040 0.0123
59942.159610 r 16.0666 0.0322
59942.200410 r 16.1153 0.0349
59942.256920 r 16.2024 0.0394
59942.522340 r 16.0316 0.0614
59943.046660 r 16.1271 0.0125
59943.086500 r 16.0789 0.0512
59943.172120 r 16.0351 0.0444
59943.196610 r 16.0822 0.0320
59943.256470 r 16.1145 0.0389
59943.522480 r 16.0911 0.0532
59943.580000 r 16.0850 0.0100
59943.792900 r 16.1105 0.0163
59944.094180 r 16.1071 0.0502
59944.124350 r 16.0285 0.0397
59944.138410 r 16.0587 0.0128
59944.193550 r 16.0223 0.0505
59944.522650 r 16.0282 0.0579
59944.690700 r 16.0842 0.0489
59944.855550 r 16.0789 0.0293
59945.096560 r 16.0958 0.1325
59945.144130 r 16.1555 0.0130
59945.157040 r 16.0038 0.1286
59945.207060 r 16.0251 0.1381
59945.256060 r 16.0498 0.1448
59945.522610 r 16.0585 0.0791
59945.658140 r 16.0198 0.0550
59945.927050 r 16.0330 0.0315
59946.106850 r 16.0250 0.0497
59946.153000 r 16.0140 0.0250
59946.153273 r 16.0206 0.0272
59946.168440 r 16.0762 0.0613
59947.069890 r 16.0491 0.0586
59947.117250 r 16.0696 0.0233
59947.120060 r 16.0992 0.0562
59947.460990 r 16.0620 0.0147
59947.461000 r 16.1780 0.0110
59948.102110 r 16.1957 0.0624
59948.142880 r 16.1835 0.0510
59948.176020 r 16.1653 0.0520
59948.247010 r 16.1537 0.0567
59950.931570 r 16.1081 0.0230
59951.113000 r 16.1400 0.0130
59951.113079 r 16.1428 0.0169
59954.826000 r 16.1750 0.0230
59954.826475 r 16.2123 0.0244
59954.842100 r 16.1971 0.0311
59956.125000 r 16.1900 0.0350
59956.125342 r 16.1955 0.0364
59956.151430 r 16.2951 0.0467
59957.133847 r 16.1967 0.0372
59957.134000 r 16.1870 0.0360
59957.151370 r 16.1903 0.0421
59958.108920 r 16.1353 0.1215
59958.464976 r 16.2269 0.0141
59958.465000 r 16.2480 0.0090
59958.546220 r 16.1790 0.0109
59959.080390 r 16.2458 0.0999
59960.110870 r 16.2135 0.0441
59962.113000 r 16.1670 0.0280
59962.113318 r 16.2034 0.0304
59963.040730 r 16.1855 0.0123
59963.115000 r 16.1950 0.0160
59963.115242 r 16.2005 0.0191
59963.191730 r 16.2020 0.1128
59964.115686 r 16.2290 0.0332
59964.116980 r 16.2123 0.0123
59965.116514 r 16.2122 0.0203
59965.117000 r 16.2100 0.0170
59965.330000 r 16.1650 0.0240
59966.095060 r 16.2384 0.0139
59966.117000 r 16.2020 0.0170
59966.117008 r 16.2282 0.0197
59967.120532 r 16.2179 0.0543
59967.133080 r 16.2363 0.0279
59968.118000 r 16.1830 0.0210
59968.118092 r 16.2115 0.0237
59969.118530 r 16.2251 0.0204
59969.119000 r 16.2070 0.0180
59970.041600 r 16.2031 0.0125
59970.119000 r 16.1830 0.0190
59970.119401 r 16.2284 0.0216
59970.436130 r 16.1804 0.0148
59971.120752 r 16.2434 0.0255
59971.121000 r 16.2030 0.0230
59972.057570 r 16.2042 0.0123
59972.122546 r 16.2294 0.0239
59972.123000 r 16.1720 0.0210
59973.109000 r 16.1910 0.0240
59973.109499 r 16.2124 0.0263
59974.101550 r 16.2141 0.0125
59974.148700 r 16.1462 0.0532
59974.556520 r 16.2181 0.0334
59975.043710 r 16.2130 0.0137
59975.110856 r 16.2125 0.0353
59975.148310 r 16.2627 0.0512
59976.057030 r 16.2332 0.0132
59976.091000 r 16.2390 0.0130
59976.091395 r 16.2520 0.0157
59977.112000 r 16.2010 0.0210
59977.112159 r 16.2314 0.0235
59977.119620 r 16.1566 0.0490
59978.032470 r 16.2591 0.0535
59983.147000 r 16.2520 0.0200
59983.147125 r 16.2274 0.0230
59983.782509 r 16.2790 0.0139
59983.783000 r 16.2580 0.0100
59984.104000 r 16.2130 0.0250
59984.104397 r 16.2261 0.0284
59986.105000 r 16.2660 0.0230
59986.105066 r 16.2428 0.0257
59988.069570 r 16.2478 0.0125
59988.105359 r 16.2458 0.0804
59991.017660 r 16.2670 0.0134
59991.128000 r 16.2700 0.0210
59991.128322 r 16.2632 0.0238
59991.485745 r 16.2871 0.0141
59991.486000 r 16.3010 0.0090
59992.124698 r 16.2874 0.1021
59993.022150 r 16.2890 0.0129
59993.124878 r 16.2879 0.0641
59993.125000 r 16.2890 0.0600
59994.133665 r 16.2857 0.0232
59994.134000 r 16.2900 0.0210
59995.014330 r 16.3035 0.0132
59995.031740 r 16.2932 0.0118
59995.136861 r 16.3000 0.0224
59995.137000 r 16.2950 0.0200
59999.439170 r 16.3266 0.0118
59999.484987 r 16.3329 0.0163
59999.485000 r 16.3590 0.0130
60003.425890 r 16.3662 0.0133
60006.116000 r 16.3670 0.0350
60006.116391 r 16.4284 0.0371
60007.133000 r 16.4460 0.0260
60007.133149 r 16.4223 0.0321
60007.420350 r 16.4277 0.0122
60007.461000 r 16.4800 0.0150
60007.461103 r 16.4799 0.0192
60011.409110 r 16.4897 0.0133
60015.771000 r 16.5940 0.0110
60017.010360 r 16.6176 0.0185
60024.023000 r 16.7680 0.0140
60031.996000 r 17.0770 0.0230
60039.728000 r 17.7000 0.0400
60101.185000 r 18.4400 0.0740
60134.784000 r 18.7480 0.0270
60139.388000 r 18.8810 0.0440
60150.054000 r 18.9290 0.0220
60152.809000 r 18.9330 0.0370
60155.411000 r 19.0090 0.0450
60199.077000 r 19.4130 0.0340
60204.565000 r 19.4800 0.0380
60224.111000 r 19.5820 0.0800
60229.095000 r 19.6680 0.0450
60233.715000 r 19.7370 0.0700
60233.825000 r 19.7810 0.0770
60252.331000 r 19.9620 0.1270
59919.297644 u 16.1369 0.0237
59919.298000 u 16.1140 0.0220
59919.593645 u 16.2116 0.0222
59919.594000 u 16.0930 0.0190
59919.606000 u 16.1230 0.0180
59919.606335 u 16.1319 0.0210
59919.789000 u 16.0370 0.0290
59919.789406 u 16.0729 0.0317
59920.059000 u 16.0460 0.0200
59920.059209 u 16.0866 0.0218
59920.216000 u 16.0200 0.0210
59920.216239 u 16.0505 0.0226
59920.668245 u 16.0645 0.0377
59920.677634 u 16.0784 0.0393
59920.678000 u 16.0410 0.0380
59920.874932 u 16.1578 0.0291
59920.875000 u 16.0540 0.0270
59921.065953 u 16.0676 0.0213
59921.066000 u 16.0090 0.0180
59921.260000 u 15.9980 0.0220
59921.260414 u 16.0384 0.0242
59921.417000 u 16.0350 0.0190
59921.417399 u 16.1040 0.0214
59921.557000 u 15.9840 0.0190
59921.557321 u 16.0672 0.0219
59921.776394 u 15.9904 0.0525
59921.777000 u 15.9830 0.0250
59921.777182 u 15.9812 0.0266
59921.830000 u 15.9700 0.0250
59921.830367 u 15.9873 0.0277
59922.038803 u 16.0037 0.0205
59922.039000 u 15.9830 0.0180
59922.066000 u 15.9710 0.0150
59922.066438 u 16.0149 0.0183
59922.787976 u 16.0016 0.0230
59922.788000 u 16.0030 0.0210
59923.030822 u 16.0276 0.0370
59923.031000 u 15.9990 0.0350
59923.275000 u 15.9650 0.0230
59923.275037 u 15.9727 0.0251
59923.683984 u 16.0252 0.0244
59923.684000 u 15.9810 0.0220
59924.021000 u 16.0250 0.0530
59924.021273 u 16.0140 0.0548
59924.291753 u 16.0804 0.0274
59924.300956 u 16.1127 0.0261
59924.301000 u 16.0210 0.0240
59924.830000 u 16.0410 0.0300
59924.830375 u 16.0976 0.0317
59925.177000 u 16.0970 0.0130
59925.177336 u 16.0981 0.0168
59925.419000 u 16.1320 0.0170
59925.419388 u 16.1955 0.0200
59926.128754 u 16.1577 0.0156
59926.129000 u 16.1570 0.0120
59926.676000 u 16.1440 0.0290
59926.676460 u 16.2195 0.0318
59927.281121 u 16.3704 0.0280
59928.948000 u 16.3730 0.0180
59928.948101 u 16.5433 0.0205
59929.156000 u 16.3700 0.0180
59929.156467 u 16.4594 0.0204
59929.198000 u 16.3780 0.0180
59929.198355 u 16.4279 0.0205
59929.489000 u 16.4480 0.0170
59929.489232 u 16.4533 0.0195
59929.815000 u 16.4300 0.0240
59929.815008 u 16.4476 0.0256
59929.834000 u 16.5020 0.0300
59929.834349 u 16.5140 0.0316
59929.979657 u 16.5902 0.0193
59929.980000 u 16.4690 0.0160
59930.193999 u 16.6030 0.0167
59930.194000 u 16.4840 0.0130
59930.260796 u 16.5250 0.0184
59930.261000 u 16.4560 0.0150
59930.447531 u 16.5742 0.0188
59930.448000 u 16.5250 0.0150
59930.660000 u 16.4280 0.0310
59930.660229 u 16.5021 0.0322
59930.882000 u 16.5620 0.0170
59930.882314 u 16.5724 0.0200
59930.989171 u 16.5977 0.0190
59931.012704 u 16.6546 0.0210
59931.013000 u 16.5780 0.0180
59931.245000 u 16.6030 0.0140
59931.245177 u 16.7364 0.0173
59931.510000 u 16.6080 0.0410
59931.510327 u 16.6132 0.0421
59931.781512 u 16.6397 0.0286
59931.782000 u 16.6330 0.0260
59932.014000 u 16.7340 0.0210
59932.014209 u 16.7872 0.0228
59932.251000 u 16.7850 0.0160
59932.251370 u 16.8999 0.0195
59932.639000 u 16.7580 0.0250
59932.639205 u 16.8093 0.0278
59932.896000 u 16.8260 0.0220
59932.896100 u 16.8325 0.0241
59933.127680 u 17.1106 0.0210
59933.128000 u 16.9740 0.0180
59933.514000 u 17.0320 0.0190
59933.514113 u 17.0368 0.0217
59933.805000 u 17.0340 0.0270
59933.805153 u 17.0921 0.0300
59934.032000 u 17.0560 0.0200
59934.032195 u 17.0895 0.0222
59934.261535 u 17.1175 0.0335
59934.262000 u 17.0400 0.0310
59934.807811 u 17.2287 0.0299
59934.808000 u 17.1900 0.0280
59935.055000 u 17.2650 0.0200
59935.055356 u 17.2839 0.0220
59935.811000 u 17.3530 0.0300
59935.811017 u 17.4048 0.0321
59937.836000 u 17.6380 0.0280
59938.111000 u 17.7550 0.0200
59939.934000 u 17.8840 0.0380
59943.576000 u 18.3020 0.0510
59947.457742 u 18.5130 0.0642
59947.458000 u 18.5000 0.0690
59954.823000 u 18.7350 0.0980
59954.823241 u 18.8651 0.1075
59958.461730 u 19.3392 0.0896
59958.462000 u 19.3050 0.0930
59970.050650 u 20.0991 0.0504
59972.065760 u 20.1796 0.0597
59974.107360 u 20.1434 0.0909
59976.088000 u 20.0160 0.1510
59976.088161 u 20.1611 0.1863
59983.779274 u 20.1901 0.1325
59991.025450 u 20.6585 0.0583
59991.482495 u 20.5589 0.4663
59993.031030 u 20.7395 0.0863
59995.022230 u 20.9085 0.0995
59999.481750 u 20.5815 0.4902
60007.457857 u 20.5302 0.4406
59919.210019 z 17.2300 0.1274
59922.177929 z 16.7916 0.0749
59923.128000 z 16.5230 0.0560
59923.128261 z 16.5878 0.0627
59925.170000 z 16.4780 0.0520
59925.170305 z 16.5086 0.0536
59926.139583 z 16.5084 0.0673
59926.241232 z 16.5057 0.0787
59927.243000 z 16.4330 0.0330
59927.243392 z 16.4613 0.0347
59928.173534 z 16.4533 0.0371
59928.174000 z 16.4060 0.0350
59930.233913 z 16.4602 0.0592
59930.234000 z 16.4550 0.0570
59932.162000 z 16.4450 0.0370
59932.162163 z 16.4174 0.0424
59933.119000 z 16.3740 0.0460
59933.119362 z 16.3898 0.0658
59934.198000 z 16.2920 0.0350
59934.198299 z 16.3884 0.0380
59938.148000 z 16.3360 0.0440
59938.148230 z 16.2899 0.0515
59939.121000 z 16.3000 0.0450
59939.121324 z 16.2648 0.0477
59946.157856 z 16.2056 0.0708
59946.158000 z 16.2530 0.0600
59956.129948 z 16.1691 0.0720
59956.130000 z 16.1290 0.0630
59957.138000 z 16.2000 0.0550
59957.138436 z 16.1556 0.0632
59962.117918 z 16.1274 0.0687
59963.119843 z 16.1774 0.0690
59964.120683 z 16.1255 0.0633
59965.121000 z 16.1050 0.0390
59965.121102 z 16.1220 0.0435
59966.121599 z 16.1464 0.0505
59966.122000 z 16.1400 0.0440
59968.122682 z 16.1710 0.0626
59969.123000 z 16.1470 0.0290
59969.123123 z 16.1363 0.0428
59970.124000 z 16.1710 0.0430
59970.124003 z 16.1422 0.0463
59971.125000 z 16.1800 0.0460
59971.125351 z 16.1998 0.0481
59972.127000 z 16.1350 0.0480
59972.127126 z 16.1618 0.0537
59973.114000 z 16.1400 0.0460
59973.114098 z 16.1309 0.0521
59975.115444 z 16.1465 0.0891
59977.116749 z 16.1775 0.0698
59983.151720 z 16.1672 0.0609
59984.109199 z 16.1842 0.0607
59986.109663 z 16.1941 0.0702
59986.110000 z 16.2450 0.0610
59988.109949 z 16.2509 0.0646
59991.132914 z 16.2341 0.0466
59991.133000 z 16.1650 0.0420
59992.129280 z 16.2438 0.0948
59993.129676 z 16.2108 0.0766
59994.138252 z 16.2030 0.0811
59995.141448 z 16.2708 0.0637
60006.120992 z 16.2937 0.0850
60007.137747 z 16.2982 0.0680
60007.138000 z 16.3080 0.0590
